From from From
: : :
alung alung alung
@ @ @
megatest megatest megatest
. . .
com com com
( ( (
Aaron aaron Aaron
Lung lung Lung
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Suggestions suggest Suggestions
on on on
Audio audio Audio
relays relay relay
? ? ?
? ? ?
? ? ?
Organization organ Organization
: : :
Megatest megatest Megatest
Corporation corpor Corporation
Lines line Lines
: : :
23 23 23
In in In
article articl article
< < <
C c C
5 5 5
qsBF qsbf qsBF
. . .
IEK iek IEK
@ @ @
ms ms m
. . .
uky uki uky
. . .
edu edu edu
> > >
billq billq billq
@ @ @
ms ms m
. . .
uky uki uky
. . .
edu edu edu
( ( (
Billy billi Billy
Quinn quinn Quinn
) ) )
writes write write
: : :
> > >
I i I
built built build
a a a
little littl little
project project project
using use use
the the the
radio radio radio
shack shack shack
5 5 5
vdc vdc vdc
relays relay relay
to to to
switch switch switch
> > >
audio audio audio
. . .
I i I
got got get
pretty pretti pretty
bad bad bad
' ' '
clicks click click
' ' '
when when when
the the the
thing thing thing
switched switch switch
. . .
I i I
was was be
doing do do
> > >
most most most
of of of
the the the
common common common
things thing thing
one one one
is is be
supposed suppos suppose
to to to
do do do
when when when
using use use
relays relay relay
and and and
> > >
nothing noth nothing
seemed seem seem
to to to
get get get
rid rid rid
of of of
the the the
clicks click click
. . .
> > >
> > >
> > >
My my My
question question question
is is be
: : :
> > >
> > >
Is is Is
there there there
a a a
good good good
relay relay relay
/ / /
relay relay relay
circuit circuit circuit
that that that
I i I
can can can
use use use
for for for
switching switch switch
> > >
audio audio audio
, , ,
so so so
that that that
there there there
will will will
be be be
* * *
NO no NO
* * *
noise nois noise
of of of
any ani any
kind kind kind
on on on
the the the
audio audio audio
lines line line
. . .
> > >
> > >
> > >
I i I
will will will
appreciate appreci appreciate
any ani any
advice advic advice
or or or
references refer reference
to to to
advice advic advice
. . .
Also also Also
, , ,
exact exact exact
part part part
> > >
numbers number number
/ / /
company compani company
names name names
etc etc etc
. . .
for for for
the the the
relays relay relay
will will will
help help help
! ! !
Are are Are
you you you
switching switch switch
high high high
level level level
signals signal signal
or or or
low low low
level level level
signals signal signal
like like like
pre pre pre
- - -
amp amp amp
out out out
level level level
signals signal signal
? ? ?
Also also Also
, , ,
are are be
the the the
clicks click click
you you you
mentioning mention mention
the the the
big big big
clack clack clack
that that that
happens happen happen
when when when
it it it
switches switch switch
or or or
are are be
you you you
refering refer refer
to to to
contact contact contact
bounce bounc bounce
? ? ?
How how How
are are be
you you you
driving drive drive
the the the
relays relay relay
? ? ?
TTL ttl TTL
gate gate gate
output output output
? ? ?
Switching switch Switching
transistor transistor transistor
? ? ?
How how How
are are be
the the the
relays relay relay
connected connect connect
to to to
what what what
you you you
are are be
driving drive drive
? ? ?
Need need Need
more more more
specifics specif specific
to to to
answer answer answer
your your your
question question question
! ! !
! ! !
: : :
- - -
) ) )
